,ticker,abstract,title,url,date,neg,neu,pos,compound
340,RGA,SUBSCRIBER ONLY. Technology. Italy Fraud Triggers Plunge in Lehman-Founded Hungary Insurer. By. Veronika Gulyas.,Italy Fraud Triggers Plunge in Lehman-Founded Hungary... - Bloomberg,https://www.bloomberg.com/news/articles/2019-10-24/italy-reinsurance-fraud-triggers-share-plunge-in-hungary-s-cig,10/24/19,0.352,0.648,0,-0.5859
342,RGA,Senate investigators and state regulators believe Teale typifies a growing group of individuals who operate on the fringes of the insurance industry and particularly of the $23 billion reinsurance business.,Failed Insurers: A Common Thread? - Bloomberg,https://www.bloomberg.com/news/articles/1991-07-28/failed-insurers-a-common-thread,7/28/91,0.452,0.548,0,-0.5106
347,RGA,"The plan to ease the reinsurance ban was agreed in November, following negotiations between Iran and world powers seeking to curb the nation's nuclear program. European companies are still barred...",Europe Days From Lifting Reinsurance Ban on Iran Oil Exports,https://www.bloomberg.com/news/articles/2014-01-16/europe-days-from-suspending-ban-on-reinsuring-iran-oil-shipments,1/16/14,0.286,0.714,0,-0.5574
349,RGA,Auto fraud is almost as old as the Model T. But insurance companies say that schemes such as the swoop and squat are rapidly growing not only in scope and scale but in sophistication.,Auto Fraud: Accidentally On Purpose - Bloomberg,https://www.bloomberg.com/news/articles/1997-06-29/auto-fraud-accidentally-on-purpose,6/29/97,0.608,0.392,0,-0.7351
350,RJF,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
353,RJF,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
354,RJF,"At issue is why the regulator took actions that benefited the member of Germany's benchmark DAX Index, including the short-selling ban, but failed to detect the fraud after multiple warnings.",Wirecard: Bafin Faces Criminal Probe Over Wirecard... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-12/bafin-faces-criminal-probe-over-wirecard-supervision-trading?sref=zNmRQ0gk,4/12/21,0.327,0.673,0,-0.5267
355,RJF,"The fraud allegations against Ng center on his dealings at Envy Asset Management and Envy Global Trading, companies he controlled and where he was a director. Of the more than S$1 billion that was...",Trader Ng Yu Zhi's Alleged $740 Million Fraud Jolts... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/trading-wunderkind-s-alleged-740-million-fraud-jolts-singapore,4/14/21,0.297,0.703,0,-0.5859
357,RJF,"Undaunted, the feds indicted Burns on wire-fraud charges, reasoning that he had used a phone for And as prosecutors and investigators master the complexities of financial fraud and environmental...",The Crackdown On Crime In The Suites - Bloomberg,https://www.bloomberg.com/news/articles/1991-04-21/the-crackdown-on-crime-in-the-suites,4/21/91,0.333,0.667,0,-0.5423
360,RLI,"Kurniawan, whose family gained wealth operating a beer distributorship in Indonesia, was convicted of mail and wire fraud in 2013 in a New York federal court and spent seven years in prison.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
363,RLI,"At issue is why the regulator took actions that benefited the member of Germany's benchmark DAX Index, including the short-selling ban, but failed to detect the fraud after multiple warnings.",Wirecard: Bafin Faces Criminal Probe Over Wirecard... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-12/bafin-faces-criminal-probe-over-wirecard-supervision-trading?sref=zNmRQ0gk,4/12/21,0.327,0.673,0,-0.5267
364,RLI,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
368,RLI,"The growing ranks of businesspeople worried about click fraud typically have no complaint about versions of their ads that appear on actual Google or Yahoo Web pages, often next to search results.",Click Fraud - Bloomberg | The dark side of online advertising,https://www.bloomberg.com/news/articles/2006-10-01/click-fraud,10/1/06,0.322,0.678,0,-0.5859
371,SCHW,"Charles Schwab Corp., whose antitrust claims against banks over manipulation of the London interbank offered rate were tossed from federal court in New York, sued Bank of America Corp...",Schwab Sues BofA and Other Banks Over Alleged Libor Manipulation,https://www.bloomberg.com/news/articles/2013-05-01/schwab-sues-bofa-and-other-banks-over-libor-manipulation,5/1/13,0.196,0.804,0,-0.296
380,SF,"""Stifel and Noack abused their longstanding relationships of trust with the school districts by fraudulently peddling these inappropriate products to them,"" Elaine Greenberg, head of the SEC's unit...",SEC Sues Stifel for Fraud Over Wisconsin School CDO... - Bloomberg,https://www.bloomberg.com/news/articles/2011-08-10/sec-sues-stifel-for-fraud-on-losses-after-200-million-wisconsin-cdo-sales,8/10/11,0.297,0.703,0,-0.5859
391,SIGI,"The growing ranks of businesspeople worried about click fraud typically have no complaint about versions of their ads that appear on actual Google or Yahoo Web pages, often next to search results.",Click Fraud - Bloomberg | The dark side of online advertising,https://www.bloomberg.com/news/articles/2006-10-01/click-fraud,10/1/06,0.322,0.678,0,-0.5859
393,SIGI,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
396,SIGI,"Strengthening tax-reporting requirements and the regulations overseeing tax-return preparers would help the IRS stop fraud and close the tax gap, Rettig said. About 99% of taxes are paid to the IRS...",Tax Evasion: Cheats Are Costing the US About $1 Trillion... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/tax-cheats-are-costing-u-s-1-trillion-a-year-irs-estimates,4/13/21,0.219,0.781,0,-0.4215
398,SIGI,"For vendors, settlement would happen almost immediately, without having to wait for the money or worry about fraud. The U.S. effort got an extra push last month, when Treasury Secretary Janet...",Federal Reserve's Digital Dollar Push Worries Wall Street - Bloomberg,https://www.bloomberg.com/news/articles/2021-03-22/federal-reserve-s-digital-dollar-momentum-worries-wall-street,3/22/21,0.259,0.741,0,-0.4215
400,SIVB,"Kurniawan, whose family gained wealth operating a beer distributorship in Indonesia, was convicted of mail and wire fraud in 2013 in a New York federal court and spent seven years in prison.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
403,SIVB,Swedish media also claim that about $50 million that moved through SEB can be linked to Russian tax fraud that Sergei Magnitsky died trying to investigate. Magnitsky was the lawyer of Hermitage Capital...,Murdered Central Banker's Warning Changed Everything... - Bloomberg,https://origin.www.bloomberg.com/news/articles/2019-12-01/a-murdered-central-banker-s-warning-changed-everything-for-seb,12/1/19,0.576,0.424,0,-0.7783
405,SIVB,"At issue is why the regulator took actions that benefited the member of Germany's benchmark DAX Index, including the short-selling ban, but failed to detect the fraud after multiple warnings.",Wirecard: Bafin Faces Criminal Probe Over Wirecard... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-12/bafin-faces-criminal-probe-over-wirecard-supervision-trading?sref=zNmRQ0gk,4/12/21,0.327,0.673,0,-0.5267
406,SIVB,"Proponents of those revisions argue they are necessary to deter voter fraud. The bill, known as S 1 in the Senate, is unlikely to get the 60 votes needed to overcome a filibuster in that chamber, as most...",Chamber of Commerce Urges Senators to Reject Voting... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/chamber-of-commerce-urges-senators-to-reject-voting-rights-bill,4/14/21,0.252,0.748,0,-0.4019
407,SIVB,Denmark has charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
413,THG,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
415,THG,"At issue is why the regulator took actions that benefited the member of Germany's benchmark DAX Index, including the short-selling ban, but failed to detect the fraud after multiple warnings.",Wirecard: Bafin Faces Criminal Probe Over Wirecard... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-12/bafin-faces-criminal-probe-over-wirecard-supervision-trading?sref=zNmRQ0gk,4/12/21,0.327,0.673,0,-0.5267
416,THG,Denmark has charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
417,THG,"Banc of America downgraded Hanover Compressor (HC ) to neutral from buy. Analyst James Wicklund says the stock is up nearly 40% since early April upgrade, making relative valuations less attractive.",Banc of America Cuts Hanover Compressor to 'Neutral' - Bloomberg,https://www.bloomberg.com/news/articles/2003-08-03/banc-of-america-cuts-hanover-compressor-to-neutral,8/3/03,0.216,0.784,0,-0.296
420,UMPQ,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
425,UMPQ,Denmark has charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
428,UMPQ,"The fraud allegations against Ng center on his dealings at Envy Asset Management and Envy Global Trading, companies he controlled and where he was a director. Of the more than S$1 billion that was...",Trader Ng Yu Zhi's Alleged $740 Million Fraud Jolts... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/trading-wunderkind-s-alleged-740-million-fraud-jolts-singapore,4/14/21,0.297,0.703,0,-0.5859
429,UMPQ,Authorities arrested four people in Israel and Florida and revealed a complex securities fraud scheme tied to the computer hacks of JPMorgan Chase & Co. and other financial institutions.,Digital Misfits Link JPMorgan Hack to Pump-and-Dump Fraud,https://www.bloomberg.com/news/articles/2015-07-21/fbi-israel-make-securities-fraud-arrests-tied-to-jpmorgan-hack,7/21/15,0.352,0.648,0,-0.5859
431,UNM,"Kurniawan, whose family gained wealth operating a beer distributorship in Indonesia, was convicted of mail and wire fraud in 2013 in a New York federal court and spent seven years in prison.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
432,UNM,"Proponents of those revisions argue they are necessary to deter voter fraud. The bill, known as S 1 in the Senate, is unlikely to get the 60 votes needed to overcome a filibuster in that chamber, as most...",Chamber of Commerce Urges Senators to Reject Voting... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/chamber-of-commerce-urges-senators-to-reject-voting-rights-bill,4/14/21,0.252,0.748,0,-0.4019
435,UNM,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
438,UNM,"The growing ranks of businesspeople worried about click fraud typically have no complaint about versions of their ads that appear on actual Google or Yahoo Web pages, often next to search results.",Click Fraud - Bloomberg | The dark side of online advertising,https://www.bloomberg.com/news/articles/2006-10-01/click-fraud,10/1/06,0.322,0.678,0,-0.5859
440,USB,"US. Claims of widespread voting fraud advanced by Trump, Giuliani, Powell and others were rejected by dozens of judges across the country.",Rudy Giuliani Denies Defaming Dominion Voting With... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-07/giuliani-denies-defaming-dominion-voting-with-election-claims?in_source=postr_story_0,4/7/21,0.286,0.714,0,-0.4215
444,USB,US. African power utility's chief executive officer accusing its now-suspended chief procurement officer of facilitating 8 billion rand ($549 million) of deals with a company suspected of fraud.,Eskom CEO Hits Back at Official Who Accused Him of... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-09/eskom-ceo-hits-back-at-official-who-accused-him-of-racism,4/9/21,0.18,0.82,0,-0.296
446,USB,"""We think it's important that we not wait for the policy debate because then we'll be a year or so behind,"" Cunha said. ""This will take significant outreach to the industry and serious debate.""",Federal Reserve's Digital Dollar Push Worries Wall Street - Bloomberg,https://www.bloomberg.com/news/articles/2021-03-22/federal-reserve-s-digital-dollar-momentum-worries-wall-street,3/22/21,0.259,0.741,0,-0.4215
447,USB,"When the fraud was finally exposed in mid-1994, the bottom dropped out of Kurzweil's stock. They say, `We'll do this temporarily, and that will give us time to make it all come out right.'",Anatomy Of The Kurzweil Fraud - Bloomberg,https://www.bloomberg.com/news/articles/1996-09-15/anatomy-of-the-kurzweil-fraud,9/15/96,0.432,0.568,0,-0.5859
448,USB,"We urge Russia to investigate, adhere to its obligations under the Chemical Weapons Convention,"" Raab tweeted. U.S. Secretary of State Antony Blinken sent a similar message Thursday.","U.S., U.K. Weigh Russia Sanctions, Possibly Targeting Debt - Bloomberg",https://www.bloomberg.com/news/articles/2021-03-04/u-s-u-k-weigh-more-russia-sanctions-possibly-targeting-debt,3/4/21,0.238,0.762,0,-0.3612
463,WFC,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
465,WFC,"For vendors, settlement would happen almost immediately, without having to wait for the money or worry about fraud. The U.S. effort got an extra push last month, when Treasury Secretary Janet...",Federal Reserve's Digital Dollar Push Worries Wall Street - Bloomberg,https://www.bloomberg.com/news/articles/2021-03-22/federal-reserve-s-digital-dollar-momentum-worries-wall-street,3/22/21,0.259,0.741,0,-0.4215
471,WRB,"At issue is why the regulator took actions that benefited the member of Germany's benchmark DAX Index, including the short-selling ban, but failed to detect the fraud after multiple warnings.",Wirecard: Bafin Faces Criminal Probe Over Wirecard... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-12/bafin-faces-criminal-probe-over-wirecard-supervision-trading?sref=zNmRQ0gk,4/12/21,0.327,0.673,0,-0.5267
473,WRB,U.S. Futures Fall After J&J Vaccine Put on Pause: Markets Wr... Bond Traders Face Reflation Fight That Will Echo Around Worl...,Sanjeev Gupta's Grip Over Dunkirk Smelter at Risk as... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/gupta-s-grip-over-dunkirk-smelter-at-risk-as-bnp-seeks-loan-sale,4/13/21,0.189,0.811,0,-0.2732
477,WRB,"Wirecard AG expects an investigation by an outside law firm to dismiss concerns of accounting breaches and validate conclusions already made by an internal inquiry, as it looks to move past fraud...",Wirecard Expects External Inquiry to Dismiss Fraud Claims - Bloomberg,https://www.bloomberg.com/news/articles/2019-02-04/wirecard-sees-no-conclusive-fraud-evidence-as-police-start-probe,2/4/19,0.322,0.678,0,-0.5859
481,ZION,"The fraud allegations against Ng center on his dealings at Envy Asset Management and Envy Global Trading, companies he controlled and where he was a director. Of the more than S$1 billion that was...",Trader Ng Yu Zhi's Alleged $740 Million Fraud Jolts... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/trading-wunderkind-s-alleged-740-million-fraud-jolts-singapore,4/14/21,0.297,0.703,0,-0.5859
482,ZION,"Proponents of those revisions argue they are necessary to deter voter fraud. The bill, known as S 1 in the Senate, is unlikely to get the 60 votes needed to overcome a filibuster in that chamber, as most...",Chamber of Commerce Urges Senators to Reject Voting... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-14/chamber-of-commerce-urges-senators-to-reject-voting-rights-bill,4/14/21,0.252,0.748,0,-0.4019
484,ZION,"At issue is why the regulator took actions that benefited the member of Germany's benchmark DAX Index, including the short-selling ban, but failed to detect the fraud after multiple warnings.",Wirecard: Bafin Faces Criminal Probe Over Wirecard... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-12/bafin-faces-criminal-probe-over-wirecard-supervision-trading?sref=zNmRQ0gk,4/12/21,0.327,0.673,0,-0.5267
486,ZION,"Prosecutors said money from the fraud funded a lavish lifestyle in suburban Los Angeles that included a Lamborghini and other luxury cars, designer clothing and fine food and drinks.","""Sour Grapes"" Wine Fraud Con Man Deported to Indonesia - Bloomberg",https://www.bloomberg.com/news/articles/2021-04-14/-sour-grapes-wine-fraud-con-man-deported-to-indonesia,4/14/21,0.297,0.703,0,-0.5859
487,ZION,Denmark charged six more people with fraud as prosecutors move closer to completing a years-long hunt to track down a total of $2.1 billion allegedly stolen through a dividend-tax scam.,Denmark Charges 6 More People in $2.1 Billion Cum-Ex... - Bloomberg,https://www.bloomberg.com/news/articles/2021-04-13/denmark-charges-6-more-people-with-fraud-in-cum-ex-investigation,4/13/21,0.208,0.792,0,-0.2732
